date,lake,chl_mean,chl_median,chl_p25,chl_p75
2025-02-08,Amatitlán,111.01600646972656,102.27470397949219,86.05685424804688,128.96424865722656
2025-02-03,Atitlán,inf,21.160381317138672,15.247714042663574,30.84520721435547
