lake,pearson_chl_ndvi,spearman_chl_ndvi,pearson_chl_ndwi,spearman_chl_ndwi
Amatitlán,0.6766793671570837,0.5939849624060151,0.0833509819706863,-0.3819548872180451
Atitlán,0.5692511799096472,0.6004926108374384,0.7854383022325826,0.41724137931034483
